unit,D1,D2,D3,W0,W1,W2,W3,W4,W5,N0,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,true_frac,RUL,HI
10,18.269291868051006,13.790224071364548,9.51143538014632,1.3701234545327772,4.8947570161164995,5.307972661649592,12.175709783834638,10.253821505077887,2.0635576195564167,-0.2873833615491761,-1.4634420018370031,-0.5907070139634865,0.3156050035903405,1.2058536208882336,-0.7290838377436085,-0.6541464400677965,-2.147289029738655,-0.16266592054490767,-1.062414411859563,-0.5294394273660737,-0.8768607781675882,0.9246575342465754,22,14.298214582673664
11,11.670843037214796,7.469939617684111,9.90815638232816,-0.5051248866792362,0.06678612177893761,8.867883442106798,12.072344364864076,-0.1575570293331685,2.2523959867787653,0.34155555094050954,1.7286976444055924,-0.9868570784282374,-0.24527784594210975,0.777337576061744,0.43476607446661863,-0.37615607123009925,-0.13382296451604114,-1.3748958083699818,-0.23817374397466523,-0.2663874900089551,0.23216988962625595,0.6714285714285714,46,9.8817660148896
12,2.1815756972663287,1.6259967780193425,1.0881625788632938,1.4827785188779077,0.5869753364138994,0.42776247295453995,-1.7371648069482448,1.3769920787002214,0.13564949843982899,2.093168308930595,1.5733549024752425,0.3858465525565008,-0.7630572096947675,-1.112411471983418,1.191142953088865,0.2627492251471385,0.4801434033916108,-1.7445859869741926,0.9274384815581808,0.45442033821436295,-1.110430684414478,0.08550185873605948,246,1.6868780859713224
13,16.421909294752002,11.419911795443305,7.640839266492408,3.7290832184009877,3.2836158879782142,4.497235558906276,8.454023941578342,-3.660427300195023,3.3289972290698175,0.17651242137244696,0.2959939896870995,-0.37191458132128985,-1.7567217824785826,0.32799548371410964,1.727350214164185,-1.5338614049161376,0.8638280136981883,-0.3285252231228939,-0.0613243458288473,-1.052898510703949,-0.33445617235587666,0.807909604519774,34,12.286989036481515
14,19.590288829773964,15.772040818811396,11.269934627359671,6.069168433735293,9.98371197544994,6.0688878731614615,7.235872927337741,3.8621955363424396,4.951545844524179,-0.6974238233002769,0.989583934594853,-1.1783036231148656,0.7823503424176613,-0.19065105750515945,1.1712470934673194,0.7508689887312598,1.8206461576468016,0.7307746911386448,-1.5720402556532407,-0.06695317289820084,-1.172007192594816,0.950381679389313,13,15.948708165760905
15,17.777895099943386,12.104285345190405,7.084937690465214,1.0255145673454695,4.165012945295449,0.4169862185232831,2.053245834476923,5.0026950813203985,7.532602774986755,0.6087614722244398,-2.2912895085981,0.3043667290302598,0.07203357323257792,0.41389028537269307,1.6162096816512073,-2.063238276804743,-0.5911034251911056,0.5909063227933546,-1.5815943994539423,1.475949048053509,0.3683566127006584,0.8133333333333334,28,12.86792495067404
16,8.193996577522029,5.946227689968003,5.98517745350547,2.8898691201724613,2.894437737857044,3.0022647776061335,-0.3988007344571889,1.7486490190398971,1.7336674624038797,0.3833938643534951,0.9998242469102946,-1.0585360819784093,-0.12500903031957764,1.4814555476589732,-0.7435882288125641,-0.8222500172903203,0.20230619183119358,0.8443851904853201,0.01142605556065933,1.3289605904369892,0.8567939825665268,0.43824701195219123,141,6.857020174050854
17,19.598234148382915,16.402425384185584,9.214316290230345,-1.2495374644348365,9.573792496316129,3.3879311188942287,5.084670744793804,8.689681466346286,-0.04574921141206989,-1.2516472141061394,-1.6012779371188537,-0.7941362900254239,0.43963660601699356,0.524187842812771,0.27627417932855375,-1.4127658838923665,-2.310103436632644,0.054353585390382264,-0.47177603363833576,0.45938577171661177,0.7019536262212701,0.9522058823529411,13,15.524316161677946
18,19.253943032543546,15.05670273106847,11.098358623879681,5.666713620253155,6.56927361471235,2.865059709298303,4.440245256413574,5.569407787878822,7.440664924160206,-0.3937411722245721,0.5211672557321126,-0.265838791915379,-0.11754216732813036,0.829519042024073,-1.993060371054156,-1.296472328074761,-1.4821853974428207,-2.3336161198483047,-0.6782644401551767,0.7494338997277404,-0.28488406638257474,0.99581589958159,1,15.548095619501863
19,16.83389834777462,12.318409703629321,7.7686335234427055,7.996927881474149,4.212550188068285,1.4239755412835713,2.152969156169752,-0.5054393249290916,1.2717686515650004,-0.35801668807442916,0.8035850193786016,1.7207698311659838,-1.38218151537704,0.39282746825991893,-1.0405439391575344,0.47469708846320197,-0.1310866506877266,-1.8309058258475304,0.9282969915684843,-0.605000712808731,-0.5339002383735546,0.7872340425531915,30,12.759672307231456
20,18.91790923668143,15.012123210611835,9.502229745279884,5.8790341351896895,5.978813690128778,8.855033094926746,3.8646896757491085,0.4624746778050506,8.094715378058195,-0.3314881720972547,1.114592444577377,0.3833771131824704,-0.13113753020334493,0.3487758940462951,1.9510125601262995,2.076980529053753,0.0693811351327787,0.1601905933170753,1.0762401574663856,-0.8456610327673472,0.3330703726182551,0.9786096256684492,4,14.921469581440087
21,13.334741544790885,7.752468973044656,4.126065426703213,-2.9637419746405422,-0.09694400563549044,1.879182478515334,2.3756335733870477,9.066901820621883,6.573188443055227,-0.9620911163416273,0.34770845245095694,-0.4070782363503251,-0.28436383804009513,0.18532564941538202,0.6191711169753933,-0.33925848388401536,1.0638515327343585,-1.141938226142404,0.006339062362268442,2.5976737265958323,0.2230797426252751,0.6510416666666666,67,8.897456937840715
22,14.959444706475095,10.782598512706654,7.348787472561906,3.205758388582858,1.3785339418992124,5.007885208948132,1.1623695645181678,5.713736841015759,6.9728421454132015,0.36653140723722993,-0.28624873355569186,0.4539655793086961,-0.3086730555464126,0.9355471254651493,-1.8314060842151236,-0.3356073681186462,-1.9908119951239978,-1.495060830227205,1.3638622298139094,0.895184981971686,-0.7194802332847904,0.7433962264150943,68,11.423193678170607
23,0.11880449549168226,0.7762156424636203,5.17228918503777,2.0754861477242756,-0.907883524815135,2.166073961834252,-3.912041725649995,-0.12113675475957286,1.0692657523805489,-0.08610065182104851,0.7908061216900806,0.34464522623605237,0.668326018107997,-0.6883722822307594,0.8978154084105481,1.6289369476239914,-0.9701495196514126,-0.8876956557145598,1.3357843363202329,-0.19134398669506028,1.403821392066557,0.15416666666666667,203,1.83207324644709
24,9.72072823309728,4.8871875669993905,4.5201845633973265,6.760574729216355,0.9811092318741284,-0.756945623568233,0.720728040121579,3.423422516136058,-2.6308565523349015,0.6374709026511215,-0.5387713176177432,1.1478126607335635,-2.3942603049004716,-0.7865657751041687,-1.686468151234102,-0.8262294663639526,0.24766590110894313,-0.1792266254497549,-0.25337756894801494,-0.1591848713800608,0.20338824061994343,0.4132841328413284,159,6.710502932357927
25,8.466849640899051,5.043658396098331,4.457556906484151,3.6096003282537894,2.8292540024259782,8.045219908193202,1.6787174868424701,1.0187503449962696,-0.3205827410721338,-1.0322626705778368,-1.2444717876010754,-0.8887973132309185,-0.07068038165207131,0.3342951284977145,0.051142058552161786,-0.765535277429713,0.9001845640199633,0.7394126723009475,-0.159648307422017,-0.652916144664712,0.5484279208297995,0.388,153,6.237104447134365
26,5.321103509815723,3.600222902589884,3.7776691027269567,-1.006776667155569,2.2618378708200213,-2.6721597634656744,5.700865992344205,5.436157647485988,0.9347556893987983,0.36345433783907316,-2.409921965799875,-1.1563476602653329,-0.2937789201521298,-1.0721330214268592,0.7143964826306588,1.997296530747994,-1.176614719429302,-0.8374634040851927,0.23544836830993032,1.6111161484996208,-1.2223743125399031,0.3384615384615385,129,4.341809005521341
27,8.487965517479775,1.9443563184450543,1.411729523064585,0.39584684728415187,0.10490142810043346,4.1044705299276,2.3916458261291806,-3.6582195122597185,3.212897875369099,-0.5775388873556505,1.274447216941239,-0.6275875364369197,-0.6366152831022357,0.5411316108045314,0.7629264823369366,0.4480993639362036,-1.6855973173848082,0.5380344399282511,-1.034308051674399,0.2352761115882635,-1.4237344353990602,0.3333333333333333,98,4.402011959444802
28,14.823653196532963,9.60436082355086,8.885856255143768,4.632496590240338,2.0656326210313924,8.261099572273277,2.5856057605008567,4.003886047122888,4.714303368245886,-0.6196659341286136,0.47113629339992935,-0.5334523471647244,-0.4116383222162092,1.362642639803341,-1.040586052512433,-2.41278033092949,1.6109369950118944,2.549327952607003,-0.40526926544933184,-1.9368380406201853,-0.31048397619594376,0.7815126050420168,52,11.476526402221573
29,6.238647587549171,2.316666931930218,4.0836274280004305,3.1806649830011158,-2.8760740023150624,3.7047330522275206,7.765197802980531,2.1230238544540367,0.5951673709373391,-0.1420032144075213,0.6152567669685612,-1.7306716055072182,0.16439070297730224,-0.3904639494628101,1.8478250129560454,-0.17417273380495787,1.6678876111195198,-1.1037406977820072,0.5872591668027922,0.3194002637912288,-0.8690472478647824,0.32142857142857145,95,4.415547342998863
30,14.113542727616585,8.15948627233118,3.912567971637847,3.1725674932639083,0.5179866883187083,2.1982331567045987,2.980492663640883,-1.8917006753503056,-1.6217190452657881,0.48206683552552526,-0.5227186961696804,-2.564744341820567,0.7848440366081351,0.27236975527423984,-0.713874824036484,-1.3168302110582415,0.8358078963143372,0.3493506225604296,2.3826022826840734,0.42018859872493736,0.3877031412620148,0.6450511945392492,104,9.267033364237342
31,16.638998089423012,11.686227730850542,9.788698623958904,2.3915867996437017,2.6493331367236688,2.5182460428196154,6.327960719092523,8.450678876445751,2.5790340761076536,-0.42477372779309125,0.3140772238697992,-0.24576150001290142,0.95205365313989,-2.2517772906190467,-0.8267050469168946,-0.7824163339614458,-2.320356012386145,-0.9636384443688041,-0.9151561158459262,-0.20110465451883033,1.1129658916602636,0.7911111111111111,47,13.09807714221204
32,1.4691862797288462,0.9478330799142459,2.823760432162024,-2.3028764483447146,-2.106724651764346,2.30064687782267,-0.03960834719240158,2.567454072128423,0.5840596246141098,0.701663648089567,-1.0350781140406409,-0.01208465078826744,-0.21069001436315682,-1.2158909241041307,-1.5634779478686884,0.6857490352746618,-0.3509523822179781,-1.0222802816473295,-0.09617893692333225,1.1280188573493026,-2.280737845371923,0.125,112,1.7191525655144195
33,9.006691022893465,7.4973599982008015,5.388669206773311,4.784346087580864,-0.9380883911815086,-0.8762132596143957,3.825835516365314,2.6572173590035226,4.128610822789563,-0.18767099092845213,0.278143726454627,0.15811908490510918,0.7777673890849254,0.8070082819444706,-1.6198719943917699,-2.2472685553408556,1.0017453976515072,1.1877250932619365,-1.0206230195133374,-1.8598354065456286,0.09903482100720092,0.4964788732394366,143,7.46848517064962
34,18.974065110669606,12.823699217200367,8.030660249239105,1.6147257823042356,4.328471522070787,3.396323535403054,1.248913929872375,10.440384599648684,9.649622853275217,1.1360486835554284,-0.9208503978091276,0.8550193242972788,0.6396264094979018,0.44254562420405297,1.2496652670437771,0.6353711428612774,0.7400142363043355,0.6369062833722101,0.3407914080021059,-1.7836111297141835,0.08362107741055723,0.8588235294117647,24,13.845933884199685
35,2.703898879758354,3.523141933746256,4.585362930027743,5.07359676023643,1.7615752099172175,5.047810322207564,1.0320945011550702,1.6043267900429317,-2.284479152036355,0.39699130449884,0.0603859284244171,-1.3026521168344645,-0.051197111816596905,-0.07972956385680847,1.79756116664464,0.8942133285134095,0.011445439091466015,0.248787309801083,0.044212378104198057,-0.20291398479554773,-1.0824271973882869,0.1991869918699187,197,3.514111011035541
36,5.569691217031697,2.101716826678514,3.9247274586634076,2.7527413482207574,-3.7811751656831807,1.210893455935671,4.566051526120823,4.756618585110015,4.656457897076768,0.0389132069014598,-0.8450453279691511,-1.0836988273580606,0.3446049047503575,0.379280034365163,1.2873311116050654,1.0999796503420836,-0.1322286565311721,-1.2442058788608694,-0.31910659701089783,0.21723119481052466,-0.2020832453894041,0.3157894736842105,104,4.035809772415255
37,16.44336100544609,10.893021931616302,7.153138969650034,4.981977550529367,2.8416413072314333,4.779932214554104,4.867231116175415,0.6293320443443235,2.6038956760228107,1.4377769399164624,-1.1620795127342871,-2.116654448970531,-1.8618451532425115,0.029109946576669203,0.03091727803269891,-0.11761085542512094,1.2141898289285016,-2.672834433102938,0.3959338744308236,1.5614382018035733,-1.127780764891714,0.8095238095238095,24,11.991192672558338
38,17.324031159694457,12.258330126876576,8.549068530926979,8.801686620284283,10.03139079569333,3.511413094110326,10.23441141142418,4.625960200184644,9.780303849334011,-0.09329864965349177,0.1310578260461443,0.36547447264283456,3.1788536793675353,0.8512855748447891,-0.7072645299514636,0.9689978702758579,-0.3618325370843415,-0.48975018290120914,0.9086013598921112,0.031085587771152785,0.2785759145118061,0.9038461538461539,25,13.171832061218849
39,3.592397080093807,1.841443522839572,-1.2775434223139368,2.813671494200694,-2.132104771118809,-3.512943918306141,0.6387197567960459,1.065896498315456,-1.266565005344749,0.8310318576679744,-1.342175166370907,-0.40694374877255896,-0.5848741349330007,-0.04658727033933937,0.2788642846472388,-1.0078929496235447,0.7242826774562282,0.06300236833469973,-1.8919462533119105,-1.958591440397031,-0.012319292929311235,0.16279069767441862,216,1.6061288621952137
40,6.702135441980922,3.6658306961455605,3.7411175370430487,4.544337718433788,-1.6319258138637855,-1.8145258898134955,-1.578582684773259,2.5681388903950095,5.436231024828226,-0.4313394382395105,-2.5016998441596545,-1.7039928626103755,-0.8330367227960116,-0.5577288874952148,-0.4083886272547264,0.038581122980917065,-0.3117463308224471,1.0493396105434072,-0.6760173056813688,-0.862317959475543,0.4788755385204616,0.3402777777777778,95,4.902938646748952
41,8.257338764143531,4.5627147888932225,3.7126597945345132,6.731740086153669,0.10028942882172842,8.147806276278118,1.2906174170215845,-1.864137570204802,2.1766705076903583,-1.0762452003187681,-0.7517558478135002,0.39703330001549114,0.5555820886501248,-0.6221677002542582,0.9874051450464006,1.157507758021134,1.436301756563291,0.5294134071257222,1.3634287120856987,-1.8807984279740577,-0.31790654862846257,0.39338235294117646,165,5.785547880685733
42,19.008114750016283,13.354365100972391,9.195207681519847,10.36874686283437,4.2130628329610875,5.963599173792864,4.025414232449517,4.949362086092723,4.740272263530437,0.4483240659731595,1.165307535547177,1.6473939976033294,0.30962008190916684,0.5895468860356021,-1.150864509185567,-0.08787674241562057,0.940289464883589,0.8659686384171532,0.21160973279505021,0.8863939595679524,0.49076670899381886,0.9444444444444444,7,14.368117734754183
43,10.289359156957111,5.736194657100731,5.503761885399536,-6.291783127558327,3.6486572091551484,-8.44523847564435,-2.6703902222162537,3.8553058028229525,3.9325880118003855,-1.1624287801399305,-0.7121020418789388,1.370540988614132,-0.48403013157267616,2.242920312402985,-0.001919853176346149,0.4080361768812668,1.6168743984986076,0.13102711619341956,-1.0023439806908012,-0.10972745169429012,-0.03561073619009093,0.5,66,7.487730625532924
44,19.561519526832694,14.07997018428602,11.29521243486791,5.058173522099146,4.105950652100669,4.63579210767565,5.6237039547618775,6.804780498612718,1.955201213535235,-1.0415876326212719,1.10467921540253,-0.4123368722047306,-1.416842092596874,0.44381270938310463,0.4633698060326869,-1.5307152572567064,0.2294817154636063,0.7355830924283736,0.37438645170626306,0.6319814837613953,-1.404269098090749,0.9908675799086758,2,15.437162596479256
45,17.6043569847156,12.509365498880632,10.259321786222612,8.9145677180692,9.859854349847588,8.421167800564227,4.147541641155961,5.53490467512554,6.7772128013992425,0.12117794929946196,0.13076418791154437,0.823753131876182,-0.059282646025932216,-0.7292869363736615,-0.4144730658358585,0.6339103777337424,0.002993291199955732,0.34020997686833787,0.6700792422021898,-0.3748414628976096,0.7562481636298061,0.8953488372093024,18,13.872348979417213
46,0.25943978665173995,1.9569448574218122,-0.003990678853764917,-4.591722811164747,-2.761567910368102,-2.689572263644161,0.530083174363405,-0.44798829824790687,-0.636932684530974,0.6197019654824789,0.3398753611927038,0.31604787064428624,0.40982845732869266,0.6161346680022383,-2.107953341777443,-0.3644382522644612,-2.180210064489474,0.03605992679779541,-0.00463297222434532,1.0455322747896802,1.1876343927211208,0.07471264367816093,161,0.6896621682311102
47,8.044239861570237,5.450530753945567,3.480424013497098,2.131972280411737,5.094559185624087,0.4628361967735133,4.553186152469287,4.168354340818691,-0.7282252166506806,0.973894128217401,0.6985663453715051,0.10192588737265744,-0.7623234580276522,-0.85920601857557,-0.5376625769030224,0.54259446329196,-0.9556251674013979,0.4375122486198699,-1.2417555288783926,-0.20406858443884895,0.10964775457400863,0.4272300469483568,122,5.896982374860894
48,8.9125394169434,7.794448502966844,5.369691157212804,3.805979522163831,2.9275075082805553,3.906644222701641,2.111408455029889,6.934614312488316,1.2030503354417748,1.1322345721792477,-0.6443671202130229,-0.06025184640128695,-1.0719625522902192,0.4550237203475199,1.4451259569265338,-0.07735617982085408,-0.19688569870390954,-1.1146169630679268,-0.2292926535523081,-1.5927942597215277,-0.9128779867188273,0.5144927536231884,67,7.514257664831255
49,4.9741856115345,4.4555999995490545,0.9477085792902008,5.219693573384596,1.6450505446532198,0.4600501632091483,2.2115764586267326,1.0995425544881534,1.2449802802849315,-0.4083331628266692,-1.3981096597988507,-1.5436252025220816,0.653244883281227,-0.2767000900857134,-0.5960888996561666,0.008505626723153567,0.7949322529156275,0.1803639430263982,-0.6560549366409674,1.2262929556489497,1.579185502981632,0.18275862068965518,237,3.6106668182655763
50,15.706173799409934,11.32315565358996,9.061404118639691,5.525425103354332,5.478168713241109,5.242109292055968,0.39111454837533,5.785297042595218,-0.38431434136320153,-0.7945994551250549,1.3035650678080875,0.8402201626941975,1.4873982896858626,-0.27167438368729224,-1.1522488412767675,-0.24043719707034283,0.1020312972405742,0.07898871634000969,1.1336804787567016,-0.36127042500344553,0.35203447180292424,0.7366255144032922,64,12.39783745143287
51,2.8032584545144013,0.9317469875490328,0.05175058080851791,-0.11925279240691133,0.03570805457198212,-0.22223009389364146,5.902259020920697,0.2928972871940082,-0.14345303641436613,-2.0974509576101417,-0.8942073519794773,-0.26307342445635284,-0.6858526761766428,1.381707593377797,-0.16493777539621862,1.2884442493182524,0.061704634050368024,0.037227836421576635,-0.08879644771250095,0.0037962516214591325,1.7187950030498593,0.11764705882352941,150,1.4163526523130257
52,5.998454255561321,4.01477592653813,4.021791822906353,4.070313274292037,3.4192615940824256,0.8472622613582894,5.057131079725287,5.090586209458193,2.5521734938146965,0.9626575724868413,0.2726452634321288,-0.5614830267828836,0.6978168390000047,0.11061312257867771,0.001339846754486929,1.4729535721895743,-2.4508721285400865,-1.4176841701595697,-1.18707042637437,-0.3632606475688056,-0.2546081697660301,0.4,105,4.810352027057874
53,13.923932876780084,9.37771588769789,11.140681592659293,9.132498570514167,2.4920244742187796,2.6365228563523306,0.2796607357078451,-1.9971185124030724,3.3766321680471556,-0.9978519832440257,-0.08485053166200977,-1.6002058490434774,-0.7619744583102578,0.14862709530283086,0.3662095977839374,0.41747195874201454,-1.3204889841570373,0.8546857301355617,-0.8002116966018503,0.6328579146073064,-0.010638676618193147,0.7454545454545455,42,11.725092394819189
54,5.138347749964266,3.1357377215552398,3.6467207979846257,0.9406726713031077,5.958973035439522,4.38616867659604,0.5936740144371051,3.6140018000471974,7.165016819200924,1.960484600783027,-1.2279998808224974,-0.9265331111571506,1.484918786733851,-1.0582810508376372,-1.322541133291679,-0.4861941306990469,0.42022670947458574,-0.10239670661109637,-0.6505636204055921,-0.674212461724509,-0.7123370644127087,0.2727272727272727,88,4.090076655847666
55,4.490221834331276,1.1527779030499363,2.4344330601347153,-0.9150851650929676,-0.0057227922943429155,-1.5885147048472614,-7.402977765493802,-3.5818805912797953,-4.87970880067738,-2.2497837779516074,-1.1953589742981028,1.3249556793816308,-0.04443616770435442,1.290563762321174,0.4109825769008753,0.7825588257151592,-0.9008969953045751,0.5239509541926708,0.7287142340743459,-0.5766472922336929,0.5595403706161663,0.11042944785276074,145,2.872252022687906
56,15.647630477461469,10.28034918363918,6.322399051448367,4.308812400412274,5.030325381015833,1.6717182832741444,4.129051798626183,5.760906883063344,5.90386791864379,1.5518801201224885,1.2769808321980434,-1.001291432756544,1.6835862095380225,-0.5309765045557148,1.0448728124544275,0.06798662605108885,-0.4121493784569676,-1.8076968597749328,-0.1715645102163482,-1.559383235305609,0.9672992358427723,0.8098591549295775,54,11.239876661510852
57,10.8357420719278,7.717372286211235,4.728239247600282,1.0227090748957535,5.231647376902236,2.792548479775885,8.127107391099157,1.4614658291973595,5.90617226272959,0.09741341295778198,0.7957780097442332,-0.4471576573299467,-0.04955883755158271,-0.11549887929893475,-0.8360571148457872,0.6620815345817527,0.6502490055783642,0.5935546949055667,1.5369656539176446,1.4493448012363035,-0.37494468984913537,0.5816326530612245,123,8.067980288914574
58,17.92712394842295,13.62593902772691,8.375738145162282,9.497892086828443,5.728775610449178,3.983593775107024,8.218536874989422,-1.8741650699659447,-1.4046266251755792,0.7958386552197739,0.06046844811736806,0.25044630026076065,-1.3263961033185487,-0.023233710850366202,2.003509410401342,0.8241996197958629,0.1697065451428121,-0.43905391010493766,-0.39457285186939384,-2.1291978892000176,0.2576404209211606,0.927536231884058,10,13.771352731235936
59,17.688184353810982,13.62478954579107,7.895704892140665,1.9198973358191083,4.976395800711099,-1.4372555447200241,6.6587622353165905,7.077516130046446,4.062643156134661,-2.4807085099845416,-0.9964186260023896,1.2329019341026966,-2.7779942807285725,-0.34752341219351923,-1.180000778467259,0.8045703015848366,-0.6751139521434614,0.40395402073561154,0.5654604191690931,1.83622583973002,-0.20294194367537022,0.9631901840490797,6,13.531422072903915
60,9.241588119488481,7.863938246073285,4.222558527200912,0.9993984073907425,2.614917515106347,-2.0069921363655694,3.367970986440793,5.584059718429012,3.5604623701458538,-1.588897564178725,-0.12380929432965958,0.7420289029794906,-1.8779887659659078,-1.074766013817714,0.87654360408152,0.27009543419728654,0.41197158212675383,1.8594948076233115,0.4685527785062026,0.6578880104331793,2.710745527218326,0.5363321799307958,134,7.322584279777652
61,12.105343042833116,8.91295670012518,7.110099447309148,1.6456602757742784,0.12861539294836044,10.155339717883137,4.206336862776972,1.0289503074066761,5.973597358451698,-0.1091451515613345,-0.25288144631783127,0.5622728719144933,-1.29188226823169,0.3526272039171724,1.9129548077317522,0.46617766219731077,-0.3762121037834645,-0.507105280428242,-0.41033997334510935,-0.25396267804778105,-0.377806532758272,0.6451612903225806,99,9.649054061363545
62,0.14598552766350004,1.555291040972448,0.3700675277223999,1.6006420148042375,-2.9111650728844705,4.455691858266429,4.206703538233739,3.3485702349683417,-4.074465669662497,0.8291210710660528,0.4048550876357089,-1.6052712471325676,-0.02429738377081549,0.3645344890332625,0.5560752738231508,0.17726136694885572,0.2912314168473797,1.4736113922530956,1.2260339099106798,-2.8670549537827434,-0.317438554837682,0.09395973154362416,270,0.6360017816738545
63,6.3933559727275755,4.760155683917375,5.945863931343033,-1.2233399424081344,3.0455664524332535,-0.7111067955256769,0.020627565324605968,6.468544538873742,0.4086901760281618,0.46221248901062467,-1.871218116060987,1.8623175613948801,0.602652446306499,-0.18249984265026167,0.5755465099998948,-1.4098194289478103,1.1825307417526572,-0.3239847754964302,-0.2040695150484347,-0.49165561496548443,-0.5806514027455847,0.4072727272727273,163,5.769148273669153
64,12.173715069282306,8.3043227941614,5.945712075360684,4.519051488026063,1.7229058230194056,9.668647579023165,-1.724339194496975,6.762264025483473,7.083174406957433,-0.8521588059655938,2.2292736105559734,0.9954902829453182,0.9711390068229115,0.028022187025876687,-0.21722615821867644,-0.20940882703960811,0.3905305963195172,1.4011862750338961,0.1813142178614196,-0.9114436231372903,0.8244270623849798,0.5958904109589042,59,9.144496488569548
